ID,ROW_ID,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,STORAGE_LOCATION,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_TYPE,MATERIAL_CODE,MATERIAL_SIZE,MATERIAL_LABEL,INVENTORY_OPENING_BALANCE,UNIT
.1~549,549,02,05,02/05,5,25,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,56468.300,KG
.1~439,439,01,20,01/20,4,20,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,97301.400,KG
.1~527,527,02,04,02/04,5,24,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,63759.850,KG
.1~461,461,02,01,02/01,5,21,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,88551.400,KG
.1~945,945,03,03,03/03,9,43,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,10269.350,KG
.1~505,505,02,03,02/03,5,23,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,72509.850,KG
.1~483,483,02,02,02/02,5,22,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,80150.000,KG
.1~87,87,01,04,01/04,1,4,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,57250.000,KG
.1~857,857,02,19,02/19,8,39,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,40402.100,KG
.1~109,109,01,05,01/05,1,5,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,82958.450,KG
.1~835,835,02,18,02/18,8,38,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,47244.000,KG
.1~131,131,01,06,01/06,2,6,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,74667.000,KG
.1~813,813,02,17,02/17,8,37,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,55994.000,KG
.1~153,153,01,07,01/07,2,7,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,63000.000,KG
.1~791,791,02,16,02/16,8,36,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,64744.000,KG
.1~175,175,01,08,01/08,2,8,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,56250.300,KG
.1~769,769,02,15,02/15,7,35,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,68300.000,KG
.1~197,197,01,09,01/09,2,9,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,49333.800,KG
.1~747,747,02,14,02/14,7,34,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,71450.000,KG
.1~219,219,01,10,01/10,2,10,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,42042.250,KG
.1~923,923,03,02,03/02,9,42,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,19019.350,KG
.1~241,241,01,11,01/11,3,11,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,33292.250,KG
.1~725,725,02,13,02/13,7,33,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,14119.000,KG
.1~263,263,01,12,01/12,3,12,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,95650.350,KG
.1~21,21,01,01,01/01,1,1,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,0.000,KG
.1~703,703,02,12,02/12,7,32,88,AA-R05,Wheat,Raw materials,R05,"",Wheat,20505.275,KG
.1~804,804,02,17,02/17,8,37,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,26115,ST
.1~936,936,03,03,03/03,9,43,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,56673,ST
.1~496,496,02,03,02/03,5,23,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,0,ST
.1~716,716,02,13,02/13,7,33,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,31387,ST
.1~870,870,02,20,02/20,8,40,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,53151,ST
.1~562,562,02,06,02/06,6,26,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,15495,ST
.1~760,760,02,15,02/15,7,35,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,31387,ST
.1~694,694,02,12,02/12,7,32,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,31387,ST
.1~584,584,02,07,02/07,6,27,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,34957,ST
.1~892,892,03,01,03/01,9,41,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,64180,ST
.1~848,848,02,19,02/19,8,39,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,28669,ST
.1~540,540,02,05,02/05,5,25,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,0,ST
.1~672,672,02,11,02/11,7,31,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,31894,ST
.1~738,738,02,14,02/14,7,34,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,31387,ST
.1~606,606,02,08,02/08,6,28,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,33035,ST
.1~782,782,02,16,02/16,8,36,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,28433,ST
.1~914,914,03,02,03/02,9,42,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,59266,ST
.1~518,518,02,04,02/04,5,24,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,0,ST
.1~826,826,02,18,02/18,8,38,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,20351,ST
.1~628,628,02,09,02/09,6,29,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,32491,ST
.1~650,650,02,10,02/10,6,30,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,31894,ST
.1~474,474,02,02,02/02,5,22,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,0,ST
.1~452,452,02,01,02/01,5,21,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,0,ST
.1~166,166,01,08,01/08,2,8,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,22499,ST
.1~430,430,01,20,01/20,4,20,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,0,ST
.1~188,188,01,09,01/09,2,9,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,24029,ST
.1~408,408,01,19,01/19,4,19,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,0,ST
.1~386,386,01,18,01/18,4,18,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,998,ST
.1~12,12,01,01,01/01,1,1,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,0,ST
.1~210,210,01,10,01/10,2,10,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,20686,ST
.1~364,364,01,17,01/17,4,17,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,5157,ST
.1~342,342,01,16,01/16,4,16,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,5157,ST
.1~232,232,01,11,01/11,3,11,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,16432,ST
.1~320,320,01,15,01/15,3,15,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,6226,ST
.1~34,34,01,02,01/02,1,2,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,0,ST
.1~254,254,01,12,01/12,3,12,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,12713,ST
.1~298,298,01,14,01/14,3,14,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,7275,ST
.1~122,122,01,06,01/06,2,6,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,0,ST
.1~276,276,01,13,01/13,3,13,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,10526,ST
.1~78,78,01,04,01/04,1,4,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,0,ST
.1~144,144,01,07,01/07,2,7,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,0,ST
.1~56,56,01,03,01/03,1,3,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,0,ST
.1~100,100,01,05,01/05,1,5,02,AA-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,0,ST
.1~403,403,01,19,01/19,4,19,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,0,ST
.1~777,777,02,16,02/16,8,36,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,34111,ST
.1~865,865,02,20,02/20,8,40,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,82758,ST
.1~931,931,03,03,03/03,9,43,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,73931,ST
.1~513,513,02,04,02/04,5,24,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,51476,ST
.1~293,293,01,14,01/14,3,14,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,0,ST
.1~95,95,01,05,01/05,1,5,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,18914,ST
.1~579,579,02,07,02/07,6,27,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,39574,ST
.1~183,183,01,09,01/09,2,9,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,0,ST
.1~381,381,01,18,01/18,4,18,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,0,ST
.1~843,843,02,19,02/19,8,39,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,87841,ST
.1~667,667,02,11,02/11,7,31,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,33715,ST
.1~7,7,01,01,01/01,1,1,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,0,ST
.1~601,601,02,08,02/08,6,28,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,37829,ST
.1~117,117,01,06,01/06,2,6,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,8685,ST
.1~491,491,02,03,02/03,5,23,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,57625,ST
.1~799,799,02,17,02/17,8,37,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,59111,ST
.1~359,359,01,17,01/17,4,17,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,0,ST
.1~315,315,01,15,01/15,3,15,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,0,ST
.1~821,821,02,18,02/18,8,38,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,80395,ST
.1~623,623,02,09,02/09,6,29,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,34830,ST
.1~161,161,01,08,01/08,2,8,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,181,ST
.1~139,139,01,07,01/07,2,7,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,3932,ST
.1~337,337,01,16,01/16,4,16,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,0,ST
.1~733,733,02,14,02/14,7,34,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,33715,ST
.1~645,645,02,10,02/10,6,30,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,33715,ST
.1~29,29,01,02,01/02,1,2,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,0,ST
.1~711,711,02,13,02/13,7,33,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,33715,ST
.1~535,535,02,05,02/05,5,25,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,47539,ST
.1~755,755,02,15,02/15,7,35,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,33097,ST
.1~447,447,02,01,02/01,5,21,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,37745,ST
.1~909,909,03,02,03/02,9,42,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,77981,ST
.1~469,469,02,02,02/02,5,22,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,60822,ST
.1~51,51,01,03,01/03,1,3,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,0,ST
.1~205,205,01,10,01/10,2,10,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,0,ST
.1~271,271,01,13,01/13,3,13,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,0,ST
.1~557,557,02,06,02/06,6,26,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,44366,ST
.1~425,425,01,20,01/20,4,20,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,14996,ST
.1~689,689,02,12,02/12,7,32,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,33715,ST
.1~73,73,01,04,01/04,1,4,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,25000,ST
.1~227,227,01,11,01/11,3,11,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,0,ST
.1~887,887,03,01,03/01,9,41,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,80032,ST
.1~249,249,01,12,01/12,3,12,02,AA-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,0,ST
.1~737,737,02,14,02/14,7,34,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,3519,ST
.1~495,495,02,03,02/03,5,23,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,14641,ST
.1~165,165,01,08,01/08,2,8,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,28382,ST
.1~913,913,03,02,03/02,9,42,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,2205,ST
.1~33,33,01,02,01/02,1,2,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,0,ST
.1~935,935,03,03,03/03,9,43,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,2205,ST
.1~517,517,02,04,02/04,5,24,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,12870,ST
.1~561,561,02,06,02/06,6,26,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,10267,ST
.1~363,363,01,17,01/17,4,17,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,18393,ST
.1~803,803,02,17,02/17,8,37,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,3519,ST
.1~121,121,01,06,01/06,2,6,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,6666,ST
.1~715,715,02,13,02/13,7,33,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,3519,ST
.1~253,253,01,12,01/12,3,12,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,22821,ST
.1~341,341,01,16,01/16,4,16,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,19570,ST
.1~825,825,02,18,02/18,8,38,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,2914,ST
.1~869,869,02,20,02/20,8,40,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,2205,ST
.1~77,77,01,04,01/04,1,4,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,0,ST
.1~473,473,02,02,02/02,5,22,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,16326,ST
.1~319,319,01,15,01/15,3,15,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,20300,ST
.1~627,627,02,09,02/09,6,29,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,5495,ST
.1~649,649,02,10,02/10,6,30,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,4172,ST
.1~275,275,01,13,01/13,3,13,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,22288,ST
.1~583,583,02,07,02/07,6,27,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,9189,ST
.1~429,429,01,20,01/20,4,20,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,17737,ST
.1~297,297,01,14,01/14,3,14,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,20300,ST
.1~143,143,01,07,01/07,2,7,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,29458,ST
.1~99,99,01,05,01/05,1,5,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,0,ST
.1~891,891,03,01,03/01,9,41,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,2205,ST
.1~693,693,02,12,02/12,7,32,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,3519,ST
.1~55,55,01,03,01/03,1,3,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,0,ST
.1~231,231,01,11,01/11,3,11,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,24718,ST
.1~539,539,02,05,02/05,5,25,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,12178,ST
.1~385,385,01,18,01/18,4,18,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,18393,ST
.1~187,187,01,09,01/09,2,9,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,27179,ST
.1~671,671,02,11,02/11,7,31,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,4172,ST
.1~847,847,02,19,02/19,8,39,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,2205,ST
.1~759,759,02,15,02/15,7,35,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,3519,ST
.1~209,209,01,10,01/10,2,10,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,26527,ST
.1~781,781,02,16,02/16,8,36,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,3519,ST
.1~407,407,01,19,01/19,4,19,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,18393,ST
.1~605,605,02,08,02/08,6,28,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,6854,ST
.1~451,451,02,01,02/01,5,21,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,17023,ST
.1~11,11,01,01,01/01,1,1,02,AA-F15,1kg Original Muesli,Finished Product,F15,1kg,Original Muesli,0,ST
.1~560,560,02,06,02/06,6,26,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,19462,ST
.1~692,692,02,12,02/12,7,32,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,9231,ST
.1~758,758,02,15,02/15,7,35,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,9231,ST
.1~76,76,01,04,01/04,1,4,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,0,ST
.1~274,274,01,13,01/13,3,13,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,17151,ST
.1~494,494,02,03,02/03,5,23,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,387,ST
.1~736,736,02,14,02/14,7,34,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,9231,ST
.1~10,10,01,01,01/01,1,1,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,0,ST
.1~934,934,03,03,03/03,9,43,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,33927,ST
.1~230,230,01,11,01/11,3,11,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,23073,ST
.1~472,472,02,02,02/02,5,22,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,387,ST
.1~252,252,01,12,01/12,3,12,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,19125,ST
.1~714,714,02,13,02/13,7,33,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,9231,ST
.1~32,32,01,02,01/02,1,2,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,0,ST
.1~516,516,02,04,02/04,5,24,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,0,ST
.1~912,912,03,02,03/02,9,42,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,11727,ST
.1~450,450,02,01,02/01,5,21,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,1776,ST
.1~208,208,01,10,01/10,2,10,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,25923,ST
.1~538,538,02,05,02/05,5,25,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,19662,ST
.1~54,54,01,03,01/03,1,3,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,0,ST
.1~890,890,03,01,03/01,9,41,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,68,ST
.1~428,428,01,20,01/20,4,20,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,3656,ST
.1~626,626,02,09,02/09,6,29,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,11186,ST
.1~318,318,01,15,01/15,3,15,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,12431,ST
.1~824,824,02,18,02/18,8,38,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,2636,ST
.1~164,164,01,08,01/08,2,8,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,0,ST
.1~362,362,01,17,01/17,4,17,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,9933,ST
.1~120,120,01,06,01/06,2,6,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,0,ST
.1~604,604,02,08,02/08,6,28,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,14841,ST
.1~780,780,02,16,02/16,8,36,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,7916,ST
.1~670,670,02,11,02/11,7,31,02,AA-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,9231,ST
